"2.2.2201.1","x^2 - x - 550","2201","1","[]"
"2.2.2217.1","x^2 - x - 554","2217","1","[]"
"2.2.2221.1","x^2 - x - 555","2221","1","[]"
"2.2.2229.1","x^2 - x - 557","2229","1","[]"
"2.2.2237.1","x^2 - x - 559","2237","1","[]"
"2.2.2252.1","x^2 - 563","2252","1","[]"
"2.2.2253.1","x^2 - x - 563","2253","1","[]"
"2.2.2264.1","x^2 - 566","2264","1","[]"
"2.2.2269.1","x^2 - x - 567","2269","1","[]"
"2.2.2273.1","x^2 - x - 568","2273","1","[]"
"2.2.2281.1","x^2 - x - 570","2281","1","[]"
"2.2.2284.1","x^2 - 571","2284","1","[]"
"2.2.2293.1","x^2 - x - 573","2293","1","[]"
"2.2.2297.1","x^2 - x - 574","2297","1","[]"
"2.2.2309.1","x^2 - x - 577","2309","1","[]"
"2.2.2317.1","x^2 - x - 579","2317","1","[]"
"2.2.2321.1","x^2 - x - 580","2321","1","[]"
"2.2.2333.1","x^2 - x - 583","2333","1","[]"
"2.2.2341.1","x^2 - x - 585","2341","1","[]"
"2.2.2348.1","x^2 - 587","2348","1","[]"
"2.2.2357.1","x^2 - x - 589","2357","1","[]"
"2.2.2361.1","x^2 - x - 590","2361","1","[]"
"2.2.2369.1","x^2 - x - 592","2369","1","[]"
"2.2.2377.1","x^2 - x - 594","2377","1","[]"
"2.2.2381.1","x^2 - x - 595","2381","1","[]"
"2.2.2389.1","x^2 - x - 597","2389","1","[]"
"2.2.2393.1","x^2 - x - 598","2393","1","[]"
"2.2.2396.1","x^2 - 599","2396","1","[]"
"2.2.2413.1","x^2 - x - 603","2413","1","[]"
"2.2.2417.1","x^2 - x - 604","2417","1","[]"
"2.2.2428.1","x^2 - 607","2428","1","[]"
"2.2.2433.1","x^2 - x - 608","2433","1","[]"
"2.2.2437.1","x^2 - x - 609","2437","1","[]"
"2.2.2441.1","x^2 - x - 610","2441","1","[]"
"2.2.2449.1","x^2 - x - 612","2449","1","[]"
"2.2.2453.1","x^2 - x - 613","2453","1","[]"
"2.2.2456.1","x^2 - 614","2456","1","[]"
